ID,Artist,Title,File_Path,Play_Count,Comment,BPM,BPM_max,BPM_min,Musical_Key_Int,Color,Musical_Key,Harmonic_Key,Kind
273,Unknown,Blind,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//01-unknown-blind.mp3,,Enjoy!,145.14644392722346,147.68355907687115,142.6529148972685,22,,Bbm,3a,Calculated
273,Unknown,Blind,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//01-unknown-blind.mp3,,Enjoy!,153.77730061838412,156.4652804855757,151.13549863643328,23,,Bm,10a,Calculated
273,Unknown,Blind,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//01-unknown-blind.mp3,,Enjoy!,162.92137475537277,165.76919022304304,160.12248305289063,24,,Cm,5a,Calculated
273,Unknown,Blind,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//01-unknown-blind.mp3,,Enjoy!,172.60918383559763,175.62633922313987,169.64386137170933,1,,Db,3b,Calculated
274,Unknown,Blind Ed,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//02-unknown-blind_ed.mp3,,Enjoy!,115.20280888975888,117.21651851851648,113.223693587127,18,,Gbm,11a,Calculated
274,Unknown,Blind Ed,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//02-unknown-blind_ed.mp3,,Enjoy!,122.05312438522648,124.18657541965112,119.95632476260627,19,,Gm,6a,Calculated
274,Unknown,Blind Ed,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//02-unknown-blind_ed.mp3,,Enjoy!,129.310780837392,131.57109347198755,127.08929902095939,20,,Abm,1a,Calculated
274,Unknown,Blind Ed,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//02-unknown-blind_ed.mp3,,Enjoy!,137.0,139.39471781806802,134.6464220006994,21,,Am,8a,Calculated
274,Unknown,Blind Ed,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//02-unknown-blind_ed.mp3,,Enjoy!,145.14644392722346,147.68355907687115,142.6529148972685,22,,Bbm,3a,Calculated
274,Unknown,Blind Ed,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//02-unknown-blind_ed.mp3,,Enjoy!,153.77730061838412,156.4652804855757,151.13549863643328,23,,Bm,10a,Calculated
274,Unknown,Blind Ed,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//02-unknown-blind_ed.mp3,,Enjoy!,162.92137475537277,165.76919022304304,160.12248305289063,24,,Cm,5a,Calculated
274,Unknown,Blind Ed,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//02-unknown-blind_ed.mp3,,Enjoy!,172.60918383559763,175.62633922313987,169.64386137170933,1,,Db,3b,Calculated
275,Cut And Run,Seek And Destroy,//DJ//ALBUMOK//Label ---- Cut & Run//CAR030_Cut_and_Run_-_Trouble_In_The_Jungle--Promo_Vinyl-2008//02-cut_and_run-seek_and_destroy.mp3,,Enjoy!,108.47563756772917,110.37175831305566,106.6120910418933,18,,Gbm,11a,Calculated
275,Cut And Run,Seek And Destroy,//DJ//ALBUMOK//Label ---- Cut & Run//CAR030_Cut_and_Run_-_Trouble_In_The_Jungle--Promo_Vinyl-2008//02-cut_and_run-seek_and_destroy.mp3,,Enjoy!,114.92593464010376,116.93480459222623,112.95157587135918,19,,Gm,6a,Calculated
275,Cut And Run,Seek And Destroy,//DJ//ALBUMOK//Label ---- Cut & Run//CAR030_Cut_and_Run_-_Trouble_In_The_Jungle--Promo_Vinyl-2008//02-cut_and_run-seek_and_destroy.mp3,,Enjoy!,121.75978633593847,123.88810991157955,119.66802608542893,20,,Abm,1a,Calculated
275,Cut And Run,Seek And Destroy,//DJ//ALBUMOK//Label ---- Cut & Run//CAR030_Cut_and_Run_-_Trouble_In_The_Jungle--Promo_Vinyl-2008//02-cut_and_run-seek_and_destroy.mp3,,Enjoy!,129.0,131.25488028124653,126.78385721233738,21,,Am,8a,Calculated
275,Cut And Run,Seek And Destroy,//DJ//ALBUMOK//Label ---- Cut & Run//CAR030_Cut_and_Run_-_Trouble_In_The_Jungle--Promo_Vinyl-2008//02-cut_and_run-seek_and_destroy.mp3,,Enjoy!,136.6707391723491,139.0597016125283,134.32281767699004,22,,Bbm,3a,Calculated
275,Cut And Run,Seek And Destroy,//DJ//ALBUMOK//Label ---- Cut & Run//CAR030_Cut_and_Run_-_Trouble_In_The_Jungle--Promo_Vinyl-2008//02-cut_and_run-seek_and_destroy.mp3,,Enjoy!,144.79760423190913,147.32862177108953,142.31006805912332,23,,Bm,10a,Calculated
275,Cut And Run,Seek And Destroy,//DJ//ALBUMOK//Label ---- Cut & Run//CAR030_Cut_and_Run_-_Trouble_In_The_Jungle--Promo_Vinyl-2008//02-cut_and_run-seek_and_destroy.mp3,,Enjoy!,153.407717835351,156.08923750928872,150.77226506440067,24,,Cm,5a,Calculated
275,Cut And Run,Seek And Destroy,//DJ//ALBUMOK//Label ---- Cut & Run//CAR030_Cut_and_Run_-_Trouble_In_The_Jungle--Promo_Vinyl-2008//02-cut_and_run-seek_and_destroy.mp3,,Enjoy!,162.52981543643864,165.37078656777402,159.7376504886898,1,,Db,3b,Calculated
276,Cut & Run,Kilo,//DJ//ALBUMOK//Label ---- Cut & Run//CAR032_N.O.H.A & Cut & Run - Tu Cafe & Kilo//02 - Kilo.mp3,,Kilo,113.52101605925145,115.50532846715127,111.57079295081857,13,,Dbm,12a,Calculated
276,Cut & Run,Kilo,//DJ//ALBUMOK//Label ---- Cut & Run//CAR032_N.O.H.A & Cut & Run - Tu Cafe & Kilo//02 - Kilo.mp3,,Kilo,120.2713269489458,122.37363271279489,118.20513753979449,14,,Dm,7a,Calculated
276,Cut & Run,Kilo,//DJ//ALBUMOK//Label ---- Cut & Run//CAR032_N.O.H.A & Cut & Run - Tu Cafe & Kilo//02 - Kilo.mp3,,Kilo,127.42303221202863,129.65034758188557,125.23398078707679,15,,Ebm,2a,Calculated
276,Cut & Run,Kilo,//DJ//ALBUMOK//Label ---- Cut & Run//CAR032_N.O.H.A & Cut & Run - Tu Cafe & Kilo//02 - Kilo.mp3,,Kilo,135.0,137.35975843386265,132.68078080360888,16,,Em,9a,Calculated
276,Cut & Run,Kilo,//DJ//ALBUMOK//Label ---- Cut & Run//CAR032_N.O.H.A & Cut & Run - Tu Cafe & Kilo//02 - Kilo.mp3,,Kilo,143.02751773850486,145.52759471078542,140.57039059219886,17,,Fm,4a,Calculated
276,Cut & Run,Kilo,//DJ//ALBUMOK//Label ---- Cut & Run//CAR032_N.O.H.A & Cut & Run - Tu Cafe & Kilo//02 - Kilo.mp3,,Kilo,151.53237652176534,154.18111580695412,148.92914099210577,18,,Gbm,11a,Calculated
276,Cut & Run,Kilo,//DJ//ALBUMOK//Label ---- Cut & Run//CAR032_N.O.H.A & Cut & Run - Tu Cafe & Kilo//02 - Kilo.mp3,,Kilo,160.54296052536733,163.34920204460448,157.78492855576815,19,,Gm,6a,Calculated
276,Cut & Run,Kilo,//DJ//ALBUMOK//Label ---- Cut & Run//CAR032_N.O.H.A & Cut & Run - Tu Cafe & Kilo//02 - Kilo.mp3,,Kilo,170.0893417358079,173.0624510592984,167.16730865095445,20,,Abm,1a,Calculated
277,Cut And Run Crew Vs u2,Nye,//DJ//ALBUMOK//Label ---- Cut & Run//CAR033_Cut_and_Run-Higher_Friend__NYE-Promo_Vinyl-2009-CBR//02-cut_and_run_crew_vs_u2-nye.mp3,,Enjoy!,112.68011964399774,114.64973344146867,110.74434263266436,17,,Fm,4a,Calculated
277,Cut And Run Crew Vs u2,Nye,//DJ//ALBUMOK//Label ---- Cut & Run//CAR033_Cut_and_Run-Higher_Friend__NYE-Promo_Vinyl-2009-CBR//02-cut_and_run_crew_vs_u2-nye.mp3,,Enjoy!,119.38042823080546,121.46716135936678,117.32954392838862,18,,Gbm,11a,Calculated
277,Cut And Run Crew Vs u2,Nye,//DJ//ALBUMOK//Label ---- Cut & Run//CAR033_Cut_and_Run-Higher_Friend__NYE-Promo_Vinyl-2009-CBR//02-cut_and_run_crew_vs_u2-nye.mp3,,Enjoy!,126.47915789934693,128.68997463683456,124.30632167013547,19,,Gm,6a,Calculated
277,Cut And Run Crew Vs u2,Nye,//DJ//ALBUMOK//Label ---- Cut & Run//CAR033_Cut_and_Run-Higher_Friend__NYE-Promo_Vinyl-2009-CBR//02-cut_and_run_crew_vs_u2-nye.mp3,,Enjoy!,134.0,136.34227874175997,131.69796020506365,20,,Abm,1a,Calculated
277,Cut And Run Crew Vs u2,Nye,//DJ//ALBUMOK//Label ---- Cut & Run//CAR033_Cut_and_Run-Higher_Friend__NYE-Promo_Vinyl-2009-CBR//02-cut_and_run_crew_vs_u2-nye.mp3,,Enjoy!,141.96805464414558,144.4496125277426,139.52912843966408,21,,Am,8a,Calculated
277,Cut And Run Crew Vs u2,Nye,//DJ//ALBUMOK//Label ---- Cut & Run//CAR033_Cut_and_Run-Higher_Friend__NYE-Promo_Vinyl-2009-CBR//02-cut_and_run_crew_vs_u2-nye.mp3,,Enjoy!,150.40991447345598,153.03903346764338,147.82596216994202,22,,Bbm,3a,Calculated
277,Cut And Run Crew Vs u2,Nye,//DJ//ALBUMOK//Label ---- Cut & Run//CAR033_Cut_and_Run-Higher_Friend__NYE-Promo_Vinyl-2009-CBR//02-cut_and_run_crew_vs_u2-nye.mp3,,Enjoy!,159.35375341036462,162.1392079553852,156.6161513072069,23,,Bm,10a,Calculated
277,Cut And Run Crew Vs u2,Nye,//DJ//ALBUMOK//Label ---- Cut & Run//CAR033_Cut_and_Run-Higher_Friend__NYE-Promo_Vinyl-2009-CBR//02-cut_and_run_crew_vs_u2-nye.mp3,,Enjoy!,168.82942068591302,171.78050697737768,165.92903229057703,24,,Cm,5a,Calculated
278,Cut & Run,Faint,//DJ//ALBUMOK//Label ---- Cut & Run//CAR034_Cut_And_Run-Worriers_Dance__Faint-(CAR034)-WEB-2009-CBR//02-cut_and_run-faint.mp3,,Enjoy!,113.52101605925145,115.50532846715127,111.57079295081857,10,,Bb,6b,Calculated
278,Cut & Run,Faint,//DJ//ALBUMOK//Label ---- Cut & Run//CAR034_Cut_And_Run-Worriers_Dance__Faint-(CAR034)-WEB-2009-CBR//02-cut_and_run-faint.mp3,,Enjoy!,120.2713269489458,122.37363271279489,118.20513753979449,11,,B,1b,Calculated
278,Cut & Run,Faint,//DJ//ALBUMOK//Label ---- Cut & Run//CAR034_Cut_And_Run-Worriers_Dance__Faint-(CAR034)-WEB-2009-CBR//02-cut_and_run-faint.mp3,,Enjoy!,127.42303221202863,129.65034758188557,125.23398078707679,12,,Cm,5a,Calculated
278,Cut & Run,Faint,//DJ//ALBUMOK//Label ---- Cut & Run//CAR034_Cut_And_Run-Worriers_Dance__Faint-(CAR034)-WEB-2009-CBR//02-cut_and_run-faint.mp3,,Enjoy!,135.0,137.35975843386265,132.68078080360888,13,,Dbm,12a,Calculated
278,Cut & Run,Faint,//DJ//ALBUMOK//Label ---- Cut & Run//CAR034_Cut_And_Run-Worriers_Dance__Faint-(CAR034)-WEB-2009-CBR//02-cut_and_run-faint.mp3,,Enjoy!,143.02751773850486,145.52759471078542,140.57039059219886,14,,Dm,7a,Calculated
278,Cut & Run,Faint,//DJ//ALBUMOK//Label ---- Cut & Run//CAR034_Cut_And_Run-Worriers_Dance__Faint-(CAR034)-WEB-2009-CBR//02-cut_and_run-faint.mp3,,Enjoy!,151.53237652176534,154.18111580695412,148.92914099210577,15,,Ebm,2a,Calculated
278,Cut & Run,Faint,//DJ//ALBUMOK//Label ---- Cut & Run//CAR034_Cut_And_Run-Worriers_Dance__Faint-(CAR034)-WEB-2009-CBR//02-cut_and_run-faint.mp3,,Enjoy!,160.54296052536733,163.34920204460448,157.78492855576815,16,,Em,9a,Calculated
278,Cut & Run,Faint,//DJ//ALBUMOK//Label ---- Cut & Run//CAR034_Cut_And_Run-Worriers_Dance__Faint-(CAR034)-WEB-2009-CBR//02-cut_and_run-faint.mp3,,Enjoy!,170.0893417358079,173.0624510592984,167.16730865095445,17,,Fm,4a,Calculated
279,Cut & Run,Horns Power,//DJ//ALBUMOK//Label ---- Cut & Run//CAR035_Cut_and_Run--Take_it_to_the_House__Horns_Power//Cut_and_Run--Take_it_to_the_House__Horns_Power-(CAR035)-WEB-2009-OMA//02-cut_and_run--horns_power-oma.mp3,,myspace.com/cutruncrew,113.52101605925145,115.50532846715127,111.57079295081857,12,,Cm,5a,Calculated
279,Cut & Run,Horns Power,//DJ//ALBUMOK//Label ---- Cut & Run//CAR035_Cut_and_Run--Take_it_to_the_House__Horns_Power//Cut_and_Run--Take_it_to_the_House__Horns_Power-(CAR035)-WEB-2009-OMA//02-cut_and_run--horns_power-oma.mp3,,myspace.com/cutruncrew,120.2713269489458,122.37363271279489,118.20513753979449,13,,Dbm,12a,Calculated
279,Cut & Run,Horns Power,//DJ//ALBUMOK//Label ---- Cut & Run//CAR035_Cut_and_Run--Take_it_to_the_House__Horns_Power//Cut_and_Run--Take_it_to_the_House__Horns_Power-(CAR035)-WEB-2009-OMA//02-cut_and_run--horns_power-oma.mp3,,myspace.com/cutruncrew,127.42303221202863,129.65034758188557,125.23398078707679,14,,Dm,7a,Calculated
279,Cut & Run,Horns Power,//DJ//ALBUMOK//Label ---- Cut & Run//CAR035_Cut_and_Run--Take_it_to_the_House__Horns_Power//Cut_and_Run--Take_it_to_the_House__Horns_Power-(CAR035)-WEB-2009-OMA//02-cut_and_run--horns_power-oma.mp3,,myspace.com/cutruncrew,135.0,137.35975843386265,132.68078080360888,15,,Ebm,2a,Calculated
279,Cut & Run,Horns Power,//DJ//ALBUMOK//Label ---- Cut & Run//CAR035_Cut_and_Run--Take_it_to_the_House__Horns_Power//Cut_and_Run--Take_it_to_the_House__Horns_Power-(CAR035)-WEB-2009-OMA//02-cut_and_run--horns_power-oma.mp3,,myspace.com/cutruncrew,143.02751773850486,145.52759471078542,140.57039059219886,16,,Em,9a,Calculated
279,Cut & Run,Horns Power,//DJ//ALBUMOK//Label ---- Cut & Run//CAR035_Cut_and_Run--Take_it_to_the_House__Horns_Power//Cut_and_Run--Take_it_to_the_House__Horns_Power-(CAR035)-WEB-2009-OMA//02-cut_and_run--horns_power-oma.mp3,,myspace.com/cutruncrew,151.53237652176534,154.18111580695412,148.92914099210577,17,,Fm,4a,Calculated
279,Cut & Run,Horns Power,//DJ//ALBUMOK//Label ---- Cut & Run//CAR035_Cut_and_Run--Take_it_to_the_House__Horns_Power//Cut_and_Run--Take_it_to_the_House__Horns_Power-(CAR035)-WEB-2009-OMA//02-cut_and_run--horns_power-oma.mp3,,myspace.com/cutruncrew,160.54296052536733,163.34920204460448,157.78492855576815,18,,Gbm,11a,Calculated
279,Cut & Run,Horns Power,//DJ//ALBUMOK//Label ---- Cut & Run//CAR035_Cut_and_Run--Take_it_to_the_House__Horns_Power//Cut_and_Run--Take_it_to_the_House__Horns_Power-(CAR035)-WEB-2009-OMA//02-cut_and_run--horns_power-oma.mp3,,myspace.com/cutruncrew,170.0893417358079,173.0624510592984,167.16730865095445,19,,Gm,6a,Calculated
280,Cut & Run,Let It Go,//DJ//ALBUMOK//Label ---- Cut & Run//CAR038_Cut_and_Run_Shakin_____Let_It_Go//02 - Cut & Run - Let It Go.mp3,,,113.52101605925145,115.50532846715127,111.57079295081857,11,,B,1b,Calculated
280,Cut & Run,Let It Go,//DJ//ALBUMOK//Label ---- Cut & Run//CAR038_Cut_and_Run_Shakin_____Let_It_Go//02 - Cut & Run - Let It Go.mp3,,,120.2713269489458,122.37363271279489,118.20513753979449,12,,Cm,5a,Calculated
280,Cut & Run,Let It Go,//DJ//ALBUMOK//Label ---- Cut & Run//CAR038_Cut_and_Run_Shakin_____Let_It_Go//02 - Cut & Run - Let It Go.mp3,,,127.42303221202863,129.65034758188557,125.23398078707679,13,,Dbm,12a,Calculated
280,Cut & Run,Let It Go,//DJ//ALBUMOK//Label ---- Cut & Run//CAR038_Cut_and_Run_Shakin_____Let_It_Go//02 - Cut & Run - Let It Go.mp3,,,135.0,137.35975843386265,132.68078080360888,14,,Dm,7a,Calculated
280,Cut & Run,Let It Go,//DJ//ALBUMOK//Label ---- Cut & Run//CAR038_Cut_and_Run_Shakin_____Let_It_Go//02 - Cut & Run - Let It Go.mp3,,,143.02751773850486,145.52759471078542,140.57039059219886,15,,Ebm,2a,Calculated
280,Cut & Run,Let It Go,//DJ//ALBUMOK//Label ---- Cut & Run//CAR038_Cut_and_Run_Shakin_____Let_It_Go//02 - Cut & Run - Let It Go.mp3,,,151.53237652176534,154.18111580695412,148.92914099210577,16,,Em,9a,Calculated
280,Cut & Run,Let It Go,//DJ//ALBUMOK//Label ---- Cut & Run//CAR038_Cut_and_Run_Shakin_____Let_It_Go//02 - Cut & Run - Let It Go.mp3,,,160.54296052536733,163.34920204460448,157.78492855576815,17,,Fm,4a,Calculated
280,Cut & Run,Let It Go,//DJ//ALBUMOK//Label ---- Cut & Run//CAR038_Cut_and_Run_Shakin_____Let_It_Go//02 - Cut & Run - Let It Go.mp3,,,170.0893417358079,173.0624510592984,167.16730865095445,18,,Gbm,11a,Calculated
281,Cut & Run,Perfect Drug,//DJ//ALBUMOK//Label ---- Cut & Run//CAR040_Cut_and_Run_-_Magic_Carpet___WEB_2010_DJ//Cut_and_Run_-_Magic_Carpet-(CAR040)-WEB-2010-DJ//02-cut_and_run_-_perfect_drug.mp3,,save the scene..,112.68011964399774,114.64973344146867,110.74434263266436,14,,Dm,7a,Calculated
281,Cut & Run,Perfect Drug,//DJ//ALBUMOK//Label ---- Cut & Run//CAR040_Cut_and_Run_-_Magic_Carpet___WEB_2010_DJ//Cut_and_Run_-_Magic_Carpet-(CAR040)-WEB-2010-DJ//02-cut_and_run_-_perfect_drug.mp3,,save the scene..,119.38042823080546,121.46716135936678,117.32954392838862,15,,Ebm,2a,Calculated
281,Cut & Run,Perfect Drug,//DJ//ALBUMOK//Label ---- Cut & Run//CAR040_Cut_and_Run_-_Magic_Carpet___WEB_2010_DJ//Cut_and_Run_-_Magic_Carpet-(CAR040)-WEB-2010-DJ//02-cut_and_run_-_perfect_drug.mp3,,save the scene..,126.47915789934693,128.68997463683456,124.30632167013547,16,,Em,9a,Calculated
281,Cut & Run,Perfect Drug,//DJ//ALBUMOK//Label ---- Cut & Run//CAR040_Cut_and_Run_-_Magic_Carpet___WEB_2010_DJ//Cut_and_Run_-_Magic_Carpet-(CAR040)-WEB-2010-DJ//02-cut_and_run_-_perfect_drug.mp3,,save the scene..,134.0,136.34227874175997,131.69796020506365,17,,Fm,4a,Calculated
281,Cut & Run,Perfect Drug,//DJ//ALBUMOK//Label ---- Cut & Run//CAR040_Cut_and_Run_-_Magic_Carpet___WEB_2010_DJ//Cut_and_Run_-_Magic_Carpet-(CAR040)-WEB-2010-DJ//02-cut_and_run_-_perfect_drug.mp3,,save the scene..,141.96805464414558,144.4496125277426,139.52912843966408,18,,Gbm,11a,Calculated
281,Cut & Run,Perfect Drug,//DJ//ALBUMOK//Label ---- Cut & Run//CAR040_Cut_and_Run_-_Magic_Carpet___WEB_2010_DJ//Cut_and_Run_-_Magic_Carpet-(CAR040)-WEB-2010-DJ//02-cut_and_run_-_perfect_drug.mp3,,save the scene..,150.40991447345598,153.03903346764338,147.82596216994202,19,,Gm,6a,Calculated
281,Cut & Run,Perfect Drug,//DJ//ALBUMOK//Label ---- Cut & Run//CAR040_Cut_and_Run_-_Magic_Carpet___WEB_2010_DJ//Cut_and_Run_-_Magic_Carpet-(CAR040)-WEB-2010-DJ//02-cut_and_run_-_perfect_drug.mp3,,save the scene..,159.35375341036462,162.1392079553852,156.6161513072069,20,,Abm,1a,Calculated
281,Cut & Run,Perfect Drug,//DJ//ALBUMOK//Label ---- Cut & Run//CAR040_Cut_and_Run_-_Magic_Carpet___WEB_2010_DJ//Cut_and_Run_-_Magic_Carpet-(CAR040)-WEB-2010-DJ//02-cut_and_run_-_perfect_drug.mp3,,save the scene..,168.82942068591302,171.78050697737768,165.92903229057703,21,,Am,8a,Calculated
282,Sharam Jey,When The Dogs Bite (Loulou Players Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//03-When The Dogs Bite (Loulou Players Remix) - Sharam Jey.mp3,2,,107.63474115247546,109.51616328737306,105.78564072373909,15,,Ebm,2a,Calculated
282,Sharam Jey,When The Dogs Bite (Loulou Players Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//03-When The Dogs Bite (Loulou Players Remix) - Sharam Jey.mp3,2,,114.03503592196343,116.02833323879813,112.0759822599533,16,,Em,9a,Calculated
282,Sharam Jey,When The Dogs Bite (Loulou Players Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//03-When The Dogs Bite (Loulou Players Remix) - Sharam Jey.mp3,2,,120.81591202325677,122.92773696652854,118.74036696848762,17,,Fm,4a,Calculated
282,Sharam Jey,When The Dogs Bite (Loulou Players Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//03-When The Dogs Bite (Loulou Players Remix) - Sharam Jey.mp3,2,,128.0,130.23740058914385,125.80103661379214,18,,Gbm,11a,Calculated
282,Sharam Jey,When The Dogs Bite (Loulou Players Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//03-When The Dogs Bite (Loulou Players Remix) - Sharam Jey.mp3,2,,135.6112760779898,137.98171942948545,133.28155552445523,19,,Gm,6a,Calculated
282,Sharam Jey,When The Dogs Bite (Loulou Players Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//03-When The Dogs Bite (Loulou Players Remix) - Sharam Jey.mp3,2,,143.67514218359975,146.18653943177875,141.20688923695954,20,,Abm,1a,Calculated
282,Sharam Jey,When The Dogs Bite (Loulou Players Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//03-When The Dogs Bite (Loulou Players Remix) - Sharam Jey.mp3,2,,152.2185107203483,154.87924342006943,149.60348781583943,21,,Am,8a,Calculated
282,Sharam Jey,When The Dogs Bite (Loulou Players Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//03-When The Dogs Bite (Loulou Players Remix) - Sharam Jey.mp3,2,,161.26989438654377,164.0888424858533,158.49937412831238,22,,Bbm,3a,Calculated
283,Vandal feat Odissi,Obey (Dextex Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//06-Obey (Dextex Remix) - Vandal feat Odissi.mp3,,,107.63474115247546,109.51616328737306,105.78564072373909,11,,B,1b,Calculated
283,Vandal feat Odissi,Obey (Dextex Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//06-Obey (Dextex Remix) - Vandal feat Odissi.mp3,,,114.03503592196343,116.02833323879813,112.0759822599533,12,,Cm,5a,Calculated
283,Vandal feat Odissi,Obey (Dextex Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//06-Obey (Dextex Remix) - Vandal feat Odissi.mp3,,,120.81591202325677,122.92773696652854,118.74036696848762,13,,Dbm,12a,Calculated
283,Vandal feat Odissi,Obey (Dextex Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//06-Obey (Dextex Remix) - Vandal feat Odissi.mp3,,,128.0,130.23740058914385,125.80103661379214,14,,Dm,7a,Calculated
283,Vandal feat Odissi,Obey (Dextex Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//06-Obey (Dextex Remix) - Vandal feat Odissi.mp3,,,135.6112760779898,137.98171942948545,133.28155552445523,15,,Ebm,2a,Calculated
283,Vandal feat Odissi,Obey (Dextex Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//06-Obey (Dextex Remix) - Vandal feat Odissi.mp3,,,143.67514218359975,146.18653943177875,141.20688923695954,16,,Em,9a,Calculated
283,Vandal feat Odissi,Obey (Dextex Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//06-Obey (Dextex Remix) - Vandal feat Odissi.mp3,,,152.2185107203483,154.87924342006943,149.60348781583943,17,,Fm,4a,Calculated
283,Vandal feat Odissi,Obey (Dextex Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//06-Obey (Dextex Remix) - Vandal feat Odissi.mp3,,,161.26989438654377,164.0888424858533,158.49937412831238,18,,Gbm,11a,Calculated
284,Dylan Rhymes,Muzika (Rogue Element Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//14-Muzika (Rogue Element Remix) - Dylan Rhymes.mp3,,,107.63474115247546,109.51616328737306,105.78564072373909,13,,Dbm,12a,Calculated
284,Dylan Rhymes,Muzika (Rogue Element Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//14-Muzika (Rogue Element Remix) - Dylan Rhymes.mp3,,,114.03503592196343,116.02833323879813,112.0759822599533,14,,Dm,7a,Calculated
284,Dylan Rhymes,Muzika (Rogue Element Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//14-Muzika (Rogue Element Remix) - Dylan Rhymes.mp3,,,120.81591202325677,122.92773696652854,118.74036696848762,15,,Ebm,2a,Calculated
284,Dylan Rhymes,Muzika (Rogue Element Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//14-Muzika (Rogue Element Remix) - Dylan Rhymes.mp3,,,128.0,130.23740058914385,125.80103661379214,16,,Em,9a,Calculated
284,Dylan Rhymes,Muzika (Rogue Element Remix),//DJ//ALBUMOK//Meat Katie - LOT49 Presents Meat Katie A DJ Compilation [torrents.ru]//14-Muzika (Rogue Element Remix) - Dylan Rhymes.mp3,,,135.6112760779898,137.98171942948545,133.28155552445523,17,,Fm,4a,Calculated
